text,ids
Vaya. envian una oferta y. cuando llamamos para canjearla. nos informan que se les acabo la funda extra. ¿Como sucede eso? grosero y desdenoso.,68
Una broma: la maquina esta rota y gotea como loca despues de menos de un mes de haberla comprado. Se nego a reembolsar. ya presente una denuncia ante la ACCC,69
"Tengo una maquina Vertuo que me encanta. Me mude recientemente de casa y de repente mis pedidos llegan muy tarde o no llegan. Envie un correo electronico a los ""expertos en servicio al cliente"" y recibi un correo electronico de disculpa diciendo que me darian dos fundas gratis. lo cual acepte. pero me informaron que mis capsulas aun no habian llegado. Revise el seguimiento ayer. nada. revise esta manana y muestra que ha sido devuelto al remitente. ¡direccion incorrecta! Llame a ""servicio al cliente"" y la ""Karen"" con la que hable me ??dijo que no era culpa suya. ¡es el mensajero! Cuando le explique que era el servicio de mensajeria que ellos usaban. no mi eleccion. asi que al final es totalmente culpa suya. se puso un poco combativa. Cuando contacte a Karen y le pedi hablar con un supervisor. me dijeron que ella no podia hacer eso y que la situacion podria intensificarse. pero les tomara de 2 a 3 dias comunicarse conmigo (obviamente. muchas quejas). Luego vine. Con una solucion. puedo recogerla en una tienda. no esta permitido. Me dieron dos opciones. el pedido se reenvia y ""con suerte"" estara alli en dos o tres dias o puedo cancelar y recuperar mi dinero. ¡lo que tardara 10 anos en devolverse! ¡No hay oferta de enviarlo por correo urgente sin costo adicional debido a que esto es culpa de Nespresso! Asi que obviamente quiero mi cafe y esa es mi eleccion. ¡Caray. son pus en el servicio de atencion al cliente!",70
Esta empresa apesta. todavia esperando un reembolso despues de 7 semanas. evitela a toda costa,71
Pesimo servicio y mala maquinaria! Compre una maquina Vertuo en diciembre del ano pasado y en febrero la maldita cosa se rompio por completo. No temas. Nespresso me dijo que lo enviara al centro de reparacion y todo estaria bien. DEFINITIVAMENTE no es el caso. Despues de esperar 2 meses sin una maquina de cafe y varias llamadas telefonicas sin respuesta y una visita real al centro de reparacion que dijo que ni siquiera habian recibido mi maquina. el descuidado equipo de Nespresso me informo que debieron haber perdido mi maquina. Sin embargo. son buenas noticias. Lo reemplazarian. El reemplazo llega y pensamos que todo estaba bien. pero no. la nueva maquina ahora tiene un error que no se puede solucionar y que nadie del equipo parece poder solucionar. Asi que adivina que... ¡Tengo que enviarlo al centro de reparacion OTRA VEZ! Despues de considerar esto. decidi que no queria volver a quedarme sin mi costosa maquina y llame al equipo una vez mas y solicite un reemplazo ya que la maquina esta claramente defectuosa. Llame CINCO VECES en el transcurso de 9 dias despues de que me dijeron que seria solo 1 -2 dias antes de que alguien me devolviera la llamada sin respuesta. Finalmente hoy logre contactar a un gerente que fue muy grosero por telefono y me dijo que no seria posible un reemplazo. Ya termine con Nespresso. No recibo ninguna maquina nueva. ni ninguna oferta de ningun tipo de compensacion por mis meses de problemas ni ninguna oferta de reembolso. He gastado mas dinero que nunca en cafe esperando a que arreglen la maldita cosa. NUNCA COMPRES CON NESPRESSO.,72
Los operadores de atencion al cliente son groseros. Gritan a sus clientes.,73
"¡¡EL COMPRADOR TENGA CUIDADO!! Compre una Nespresso Lattissima One para poder hacer cafes en casa pero eso esta lejos de lo que hace esta maquina. Esta maquina produce aproximadamente 1/4 de taza de cafe y 3/4 de taza de espuma. Entonces. si esta buscando una maquina que haga babyccinos con sabor a cafe. entonces esta es la maquina para usted. si esta buscando una maquina de cafe que realmente haga una taza de cafe. entonces NO LA COMPRE. Ya me comunique con Nespresso con respecto a esto y la respuesta que Lo que recibi fue que se trata de una maquina de capuchino. por eso hay mucha espuma. Si la maquina realmente hiciera un capuchino. estaria mas que feliz. pero tomar literalmente 2 o tres sorbos de cafe y 3/4 de taza de espuma es totalmente inaceptable para una maquina de cafe. Tambien me dijeron que probara un tipo diferente de leche. lo cual tambien hice (probe alrededor de 4 o 5 leches diferentes con el mismo resultado). Para poder preparar un cafe. necesito prepararlo normalmente y luego sacarlo. saque toda la espuma. luego comience ese proceso nuevamente y saque la espuma nuevamente. luego en una taza separada repita ese proceso y luego combine las 2 tazas de cafe para poder obtener casi una taza de cafe decente. asi que a menos que tenga Si tienes paciencia y unos buenos 10 minutos bajo la manga para hacer esto cada vez que quieras un cafe. te sugiero que no compres esta maquina. Cada vez que le preparo un cafe a un visitante en mi casa. los comentarios que recibo son ""GUAU. eso es mucha espuma"" o ""Eso es demasiado esfuerzo para una maquina de cafe de boton"" o ""Eso parece una molestia"" y siempre me aseguro de decirles que NUNCA compren una maquina Nespresso porque esto es lo que obtienes y yo no. No quiero que ninguno de mis familiares o amigos cometa el mismo error que yo al comprar esta maquina. Esto me ha impedido comprar otro producto Nespresso y estoy muy decepcionado con las respuestas que he recibido sobre el rendimiento de esta maquina. Desafortunadamente. Tuve que darle una calificacion de una estrella porque no habia nada menos.",74
"Algunos de los peores servicios al cliente jamas experimentados. Finalmente cedi y me uni a su oferta de suscripcion despues de comprar una maquina nueva: $50 de descuento en el primer y sexto mes en un plan de $50. La publicidad decia que no me cobrarian los $50 por el primer mes al registrarme. pero por supuesto que si. Me comunique con el servicio de atencion al cliente de inmediato y me garantizaron un reembolso. Luego silencio. Volvi a buscarlo a traves del chat y confirmaron que habia pasado al equipo de ""finanzas"" para su procesamiento. Hacian un seguimiento y confirmaban por correo electronico. Silencio nuevamente. Llame y hable con alguien. Ella fue encantadora al telefono. confirmo la historia financiera y prometio investigar personalmente. Ella me llamaria en unos dias para verificar que los fondos hubieran llegado a mi cuenta. Silencio. Chatee nuevamente y esta vez me ofrecieron un credito en mi cuenta. Confirme que no queria credito. claramente queria un reembolso ya que los fondos fueron retirados de mi cuenta incorrectamente. Dijeron que tendrian que hablar con su gerente y que me enviarian un correo electronico mas tarde ese dia. Llego un correo electronico... mensajes extranos de que me habian hecho un gran servicio al agregar el credito a mi cuenta y lo feliz que deberia estar de que me hubieran hecho un gran servicio. Lo habia solucionado todo por mi. Mi respuesta: Gracias por honrar su palabra y volver a contactarme en el plazo acordado. Como se indico hoy. no queria un credito en mi cuenta. queria un reembolso despues de que usted lo hizo incorrectamente. tomo fondos de mi tarjeta de credito. Creo que. especialmente en los tiempos actuales en los que la gente esta sin trabajo en Nueva Gales del Sur y requiere dinero en sus cuentas en lugar de ""credito"" en las empresas. retener fondos como este es un comportamiento inaceptable. Use el credito y cancele mi suscripcion porque no Confie en que los terminos acordados se mantendran por su parte en el futuro. Tampoco siento que Nespresso sea una empresa fiel a sus principios de integridad. honestidad y respeto y llevare mi negocio a otra parte. Esto es lamentable. dado que soy miembro de usted desde 2014. Gracias Taylor por su ayuda y espero que su experiencia trabajando en esta empresa sea la mejor que la que he tenido como cliente. Nunca espere una estafa. ' Comportamiento similar al de una empresa global y de alto perfil como esta.",75
"¿Alguien mas simplemente teme llamar al servicio de atencion al cliente en estos dias? Atras quedaron los dias de servicio al cliente real o incluso de intentar ser util. El defensor del pueblo es un excelente punto de referencia para comenzar cuando este listo para enfrentarse a estas grandes empresas que intentan dejarlo afuera. La maquina comenzo a tener fugas despues de aproximadamente 6 meses. Llame al 1. - compre descalcificador. paselo por la maquina Llame al 2.- El descalcificador no siempre funciona. hazlo con agua un par de veces Llamar3. - repita las instrucciones de las llamadas 1 y 3. Llamada 4. - La maquina tiene fugas. Todo lo que ofrecen es una reparacion que requiere que conduzca hasta la oficina de correos y envie el correo y espere de 3 a 4 semanas para la reparacion. Lo mismo ocurre cuando es facil que lo recojan. No es suficiente. me gustaria encontrar otra solucion. tal vez enviarme una maquina de prestamo mientras reparan la mia. me dicen 'no tenemos maquinas de prestamo' y me quedo colgado.Llamar al 5.- desconectado nuevamente.Llamar al 6 .- Llame al lugar donde lo compramos (Costco) y preguntamos sobre el reembolso/reemplazo. etc. Podemos devolverlo para obtener un reembolso y comprar uno nuevo (la tienda esta a 6 horas de viaje de regreso) Llame 7.- Llame a Nespresso nuevamente y repeti la llamada 4 charlas pidieron una maquina de reemplazo. La senora no fue particularmente agradable. pero fue menos horrible que la llamada 3. El supervisor dijo que no tienen ninguna maquina en prestamo en este momento y que la reemplazaran. Solicite nuevos paquetes de descalcificador o un reembolso por los que usamos para encontrar una solucion. . Dije que no. El supervisor llamara en unos dias para discutirlo porque su supervisor no pudo autorizarlo. Esperare a ver como se ve la llamada 8 porque todos sabemos que el supervisor no me devolvera la llamada correctamente. ACTUALIZACIÓN: llego una nueva maquina 2 dias. Es un poco extrano. esta sellado y sellado de fabrica. sin embargo. la caja muestra 12 capsulas de muestra que deberian haber estado con la nueva maquina. pero no lo estaban. y el manual de instrucciones es diferente al original a pesar de que es la misma maquina. Llame a 8. bueno. eso La llamada nunca llego asi que los llame. Me pusieron en espera durante 21 minutos mientras el representante de servicio al cliente hablaba con su supervisor. Desafortunadamente. necesito esperar los 4 o 5 dias asignados para recibir una llamada con una resolucion. Le recorde amablemente al tipo que habian pasado 5 dias desde mi solicitud inicial de resolucion. Recibi las mismas lineas que recibi de las otras llamadas y tambien me dijeron firmemente que solo habian pasado 4 dias... Dije que habian pasado 5 dias habiles. Se estaba poniendo un poco de mal genio conmigo porque insisti en que eran 5 dias habiles. Dijo""fue un fin de semana largo""cumpleanos de reinas. Respondi ""no. no lo fue"". Insistio en que el lunes era un fin de semana largo. Le pregunte ""¿desde que pais crees que estoy llamando?"" No hace falta decir que fue un fin de semana largo en Nueva Zelanda y vivo en Australia. Nuevamente insistio en que trabaja en Auckland y que deberia esperar los 4 o 5 dias asignados. Asi que recuerden consultar su calendario de dias festivos internacionales antes de llamar a Nespresso.",76
Estos tipos son inutiles y no se hacen responsables de nada. Compramos una maquina nueva hace un ano. En ese momento tenian una promocion especial que incluia un credito de cafe de $70. Esto se ordeno y nunca se envio. El representante de Nespresso en la tienda fue muy amable y en ese momento nos dijo que hizo nuestro pedido y configuro nuestra cuenta del club de cafe. Dijo que recibiriamos un correo electronico sobre la nueva cuenta. Menciono que el equipo de servicio se pondria en contacto para solicitar el saldo de $2 del pedido. Cuando le preguntamos eso. dijo que era porque los $70 no coincidian exactamente con el costo de las capsulas y la entrega. De acuerdo. Nos preguntamos por que no enviaban un pedido ligeramente por debajo de los $ 70. pero aparentemente no lo hacen. Asi que simplemente optamos por eso. Y estabamos ansiosos por pagar los $ 2 en ese mismo momento. lo cual dijo que no podia. hacer. Tambien nos dijeron que. como estaba cerca de Navidad. el pedido podria tardar un poco. Eso fue todo. Asi que no hay una comprension real de como funcionaba la cuenta o el club de cafe. Simplemente espere la entrega y un correo electronico. Asi que esperamos y luego. en enero de este ano. cuando el pedido no habia llegado. llamamos a la tienda donde compramos la maquina y preguntamos que teniamos que hacer para verificar el pedido. Dijeron que tendriamos que hablar con el representante de la tienda. pero solo estaba los fines de semana y no todos los fines de semana y no podian darnos su numero. Fuimos a la tienda varias veces y el mismo tipo tampoco estaba alli. O no habia ningun representante alli. Esto tomo seis meses. Lo intentamos nuevamente a fines de agosto de este ano y finalmente lo alcanzamos en la tienda. Se disculpo y dio el numero 1300 de atencion al cliente de Nespresso. Ese dia llamamos al numero y la senora fue bastante amable. Ella reviso nuestro pedido y pudo ver que uno de sus representantes nos habia llamado en diciembre del ano pasado. pero nadie contesto ni devolvio la llamada. Eso fue todo. Entonces dejaron que la orden expirara. Sin correo electronico. sin mensajes. sin segunda llamada. nada. Menciono que necesitaria verificar algo en su parte trasera para ver si podia restablecer el pedido y devolverme la llamada. En ese momento le pedi que cambiara el numero de telefono de nuestra cuenta por el mio. en lugar del de mi pareja. Nunca volvio a llamarnos a ninguno de los dos. Volvi a llamar hoy y otro tipo responde y dice que el pedido expiro y que no lo restableceran porque el sistema no se lo permite. Ofrecio una oferta de buena voluntad de 50 capsulas si compraba 50. Se suponia que ibamos a recibir 50 capsulas en primer lugar. Me queje porque la expiracion del pedido fue culpa de ellos. no nuestra. ya que no nos dieron instrucciones. no enviaron ningun correo electronico y no No intente comunicarme con nosotros nuevamente y le pedi que me pusiera con alguien superior. Fue a hablar con su manager. Regrese con la misma respuesta. Entonces dije ok. entonces enviame la oferta por correo electronico. Dijo que solo podia acceder si llamaba para hacer un pedido y que seria una nota en nuestra cuenta. Luego. una vez mas intente iniciar sesion en nuestra cuenta y recibi la misma notificacion que antes (direccion de correo electronico no reconocida) a pesar de que El representante y el encargado del centro de servicio dijeron que tenemos una cuenta con esta direccion de correo electronico. Fuming. No volvere a comprar sus capsulas ni sus productos.,77
"Ha habido tantos problemas desagradables con esta empresa. Por mi cumpleanos me regalaron una cafetera Nespreeo. Intente comprar la oferta de Bienvenida de 150 capsulas y regalos pero estuvo agotada en linea durante dias. Finalmente me comunique con Nespresso a traves del chat. quien dijo que estaba en stock y solicite que lo actualizaran. Hice mi pedido alrededor del 29 de junio de 2021 y esto incluyo la compra de capsulas adicionales. A partir de aqui fue una pesadilla absoluta. A pesar de un envio garantizado de 1 a 2 dias habiles. tarde aproximadamente 2 semanas en recibir mi pedido. Los peajes fueron absolutamente impactantes y fue horrible tratar con Nespresso. Tuve que perseguirlos continuamente sobre mi pedido. DOS miembros del personal de Nespresso me prometieron que se asegurarian personalmente de que mi paquete fuera entregado ""manana"". pero nunca fue asi. Toll siguio subiendolo a bordo para la entrega y luego devolviendolo al deposito y Nespresso no fue compasivo en lo mas minimo. Luego. Toll entrego uno de mis paquetes junto con una caja que contenia un par de fundas de cortesia. pero olvido por completo mi otro paquete que contenia el paquete de bienvenida y el obsequio. No hay ningun numero para contactar a Nespresso y cuando me envian un correo electronico tienen el descaro de decirmelo. Me pidieron que me volviera a comunicar con ellos a traves de su chat en vivo. ¡lo que a veces incluye una larga espera para comunicarme con alguien! Finalmente. Nespresso volvio a enviar los paquetes. a pesar de que ya les habia dicho que habia recibido uno de los dos que esperaba. Fui transparente sobre lo que habia recibido y nunca espere quedarme con mas de lo que habia pagado. Nespresso me dijo que le habian pedido a Toll que les devolviera el paquete pendiente. ya que lo habian enviado nuevamente con Australia Post. Toll no escucho a Nespresso y en cambio entrego mi paquete. y Australia Post tambien lo entrego. asi que tuve dos de todo. De hecho. pense que esto era positivo porque pense que Nespresso se habia dado cuenta de que habian perdido la garantia de 1 a 2 dias habiles. tenian un largo historial de impactantes interacciones de servicio al cliente sin ayuda de nadie y lo estaban enviando nuevamente como compensacion para mantenerme como Consumidor feliz. Nespresso ahora me exige que devuelva los paquetes y he organizado que TNT venga a recogerlos a mi casa. Querian que lo devolviera y estaba indignado: querian que pasara mas tiempo publicando un paquete que TOLL SE SUPONÍA QUE LOS ENVIARÍA. Nespresso. en realidad tiene que cobrar el costo de Toll como danos. ya que no han seguido sus instrucciones de devolver el paquete. Nespresso ha dicho que si no devuelvo el paquete me cobraran. ¿Cobrarme por algo que nunca pedi y despues de 2 semanas de lidiar con nada mas que dolores de cabeza y falsas promesas de entrega? Tambien recibi un correo electronico esta manana indicando que quieren que imprima etiquetas de envio para colocarlas en los paquetes. Sinceramente. estoy muy disgustado con este servicio y con lo que esperan de los consumidores despues de que su servicio de envio se congestiono. Imaginese esto: compro un paquete de ""Bienvenida"" como parte de mi nuevo regalo de maquina de cafe. Toll atasca la entrega y no escucha cuando Nespresso solicito la devolucion del paquete. luego me lo entrega y Nespresso espera que tenga que devolverlo o tomarme un tiempo de mi dia para imprimir sus etiquetas y organizar la recoleccion. Una empresa normal pensando en los consumidores habria acreditado mi cuenta o me habria permitido conservar los paquetes. especialmente porque es culpa de Toll por entregarlos despues de que Nespresso solicito su devolucion. ** Mientras escribia esta resena. alguien llamo a la puerta. la puerta y era TNT recogiendo los paquetes. aunque en el email de Nespresso dice 28/7 y hoy es 26/7. Absolutamente desesperado. TNT no pudo aceptar el paquete porque no tenia una etiqueta de envio. la cual recibi por correo electronico hace unos 20 minutos y aun no la he impreso. Hay otra persona/empresa con la que Nespresso ha perdido el tiempo. ya que el tipo ahora tiene que volver otro dia. Nunca volvere a comprar a esta empresa. Gracias a Dios. hacen capsulas de cafe de otras marcas con un sabor fantastico que son compatibles con mi maquina.",78
"Nespresso puede producir un buen cafe. que no es precisamente barato. pero el servicio no merece ni una estrella. ¡Con esta corporacion global. siempre es culpa de otros! Asi. bajo el lema ""No podemos evitarlo. pero nos gustaria venderle algunas capsulas de cafe"".",79
Servicio al cliente rapido. bueno y confiable que incluso esta disponible los sabados y domingos. Escribi al servicio de atencion al cliente sobre un problema con el deposito de agua. Recibi una respuesta rapida y el contenedor de agua. Incluso 2 piezas mas. Me gustaria agradecerles por el servicio rapido. fluido y agradable.,80
Hice mi primer pedido a Nespresso. me prometieron tazas para el primer pedido pero no las recibi. despues de la primera llamada (si. me las entregaran mas tarde. despues de la segunda llamada) las recibiria en el siguiente pedido. Debes entender que entonces ya no seria un primer pedido. probablemente pueda discutir sobre ello. bueno. pueden conseguir estas tazas en otro lugar... y espero que me hayan eliminado de su expediente a peticion mia antes de irme. Para ellos. si vuelvo a realizar el pedido. preferiria regalar la maquina. Para mi se trata del principio: 3 estrellas para un cafe con buen sabor y. aunque decepcionante. una devolucion rapida.,81
Empezamos con una pequena maquina de capsulas y ahora tenemos la Vertuo y el espumador de leche Barista. ademas de algunas tazas. jarras y la taza termica... Pero no es solo la calidad de los productos. sino tambien la calidad de los empleados. ¡Eso es convincente! Especialmente el joven caballero de la tienda Plus City. 1A!!,82
Despues de comprar dos cafeteras. fue imposible conseguir las pestanas (2ª parte. con la compra te llevas la primera) que se habian acordado en el momento de la compra. Aunque corregi la direccion de correo electronico en el formulario. no quedo registrada. Tampoco se nos informo que existen costos relacionados con la seleccion de las pestanas. por las cuales recibira una factura (por correo electronico). Tampoco te enteras de que. ademas del bono con el codigo QR. tambien hay que llevar el ticket de compra de la maquina a Nespresso para poder conseguir las pastillas. Despues de casi 2 meses y un total de 4 visitas fallidas a Nespresso - y cierta frustracion por nuestra parte - una llamada al servicio de atencion al cliente hizo que nuestra opinion volviera a ser positiva. Conocimos a Tamila. que era nueva pero muy amigable. interesada y orientada a encontrar soluciones. Ella conto con el apoyo de Kika. quien nos ayudo en el arduo proceso y al final ambas. testarudas y decididas. pero siempre muy amigables. se aseguraron de que tambien recibieramos las pestanas prometidas. parte 2. MUCHAS GRACIAS a ambos.,83
... Hace anos que no tenemos Nespresso en nuestro surtido (debido a sus precios absolutamente exorbitantes) y las hemos regalado a nuestros fieles clientes. ¡en parte porque ya no queremos tener nada que ver con el Grupo Nestle!,84
Con las prisas navidenas puede suceder que se pierda un paquete. Pero como un remitente no reacciona. primero organiza una entrega de reemplazo a pedido. luego lo contabiliza completamente y acredita la entrega perdida. luego solo completa este credito a pedido y para esta transferencia de devolucion no es suficiente referirse al debito directo SEPA existente. . pero debe solicitarse con los detalles de la cuenta. ¡Ese es un SERVICIO AL CLIENTE REALMENTE MAL! Pero bueno. ¡las resenas aqui en Trustpilot hablan por si solas!,85
Siempre hay retrasos con los pedidos a tiempo. PEDIDO el 3 de enero para 4.1. FECHA DE ENTREGA 4-6 p.m. NO VINO. PROBLEMAS INFORMÁTICOS. ENTREGA PARA 5.1 O VACACIONES 6.1. PROSPECTIVA HOY A URGENCIA LUNES. NO HAY DEVOLUCIÓN DE DINERO. QUIERO MI CAFÉ HOY!!!!,86
Para poder comprar cafe carisimo a los senores tienes que dar tus datos. registrar tu maquina de cafe. etc. para que tengan control total sobre ti y puedan atacarte con publicidad. ¡¡¡Absolutamente no recomendado!!!,87
Las promesas de entrega en 24 horas suelen tardar entre 2 y 3 dias. Las pestanas son simplemente demasiado caras para el uso diario.,88
La entrega fue rapida. muy positiva. solo que el precio es demasiado alto. lamentablemente muy negativo.,89
"Recambio entregado incorrectamente dos veces. llevo mas de un mes esperando el deposito de agua correcto. En lugar de eso. recibimos recordatorios. hoy con un abogado o una amenaza de cobro de deudas y un bloqueo de entrega. (El importe de la factura era de 10 euros. soy miembro del club Nespresso desde hace muchos anos y tampoco puedo acceder a mi cuenta). el sitio web de Nespresso: ""El error 703 en el sitio web de Nespresso indica que hay un monto pendiente en su cuenta de miembro. Por favor revise sus facturas. Tan pronto como se haya pagado su pago. nuestra boutique en linea estara disponible nuevamente.",90
Supuestamente mi pedido me fue entregado a mediados de agosto. ¡pero eso no es cierto! Las consultas al servicio de atencion al cliente para encontrar una solucion se han prolongado hasta ahora (18 de noviembre). ¡Bonito por fuera. pero feo por dentro! Realmente recomiendo a todos que NO compren nada alli. porque si algo sale mal. perderan su dinero y tampoco tendran ningun bien. Y si eres cliente. Nespresso siempre hace muchas llamadas telefonicas. ¡¡es realmente clandestino!!,91
Realmente mal servicio. Tuve un problema al crear una suscripcion. un bot lo envio por primera vez en circulos. Entonces un empleado dijo que me volverian a llamar en breve. Al dia siguiente recibi un correo electronico diciendo que habian intentado devolverme la llamada el dia anterior (demasiado pronto) pero no habian podido comunicarse. lo cual no era cierto. Desde entonces elimine mi cuenta de usuario. realmente no tengo ningun trato con clientes.,92
¡Pagas 3.90 € para que te entreguen tus cosas en un dia determinado a una hora determinada. y luego esperas eternamente despues del tiempo especificado! ¡Por lo que pagas 3.90 €! ¡Una estafa total para el cliente!,93
Nespresso es una estafa como ninguna otra. Segun el correo electronico informativo. con una suscripcion obtienes una cantidad determinada de forma gratuita al comprar entre 90 y 400 capsulas. Pero no es tan obvio que tengas que aceptar la entrega automatica. ¡¡¡Nunca mas Nespresso!!!!,94
Soy cliente de Nespresso desde el ano 2000. Volumen anual de cafe calculado en euros alrededor de 1200 - 1500. fluctuando para Nespresso - PERO... Despues de que devolvi mi maquina profesional. porque lamentablemente hay una seleccion muy pequena de tipos de cafe para clientes corporativos. mis condiciones de pago. se cambiaron Se mantuvo el plazo de pago de 1 mes. a pesar de que cambie a las maquinas normales con una seleccion mucho mayor de cafe. En los ultimos dos meses (23/9 y 23/10) de repente recibi recordatorios despues de 14 dias. Mantuve correspondencia y llame a Nespresso varias veces: cancelaron unilateralmente un acuerdo de decadas de duracion. ni siquiera se lo dijeron al cliente y ¡solo usaron frases estandar! Ni siquiera los extractos de facturas de los ultimos 8 anos que presente parecian contar como prueba... Bueno. ¡eso fue todo para mi! Ahora Nespresso es la ultima empresa del infame grupo Nestle que yo (como muchos otros consumidores) estoy boicoteando. Gracias al nuevo director de Nespresso Austria. Daniel Schneider: ¡¡las escobas nuevas no siempre barren bien!!,95
Muy. muy decepcionante... a pesar de las repetidas intervenciones. he estado esperando una llamada del soporte tecnico durante dias porque mi maquina es nueva pero esta rota por segunda vez...,96
Estoy muy decepcionado ?? He estado aqui desde el principio. muy mal servicio. necesitaba ayuda para descalcificar mi maquina. no tienen idea. ¿quien ayudo a YouTube?,97
La queja se resolvio satisfactoriamente. pronta respuesta amistosa.,98
Tengo mi combo de maquina Nespresso con espumador de leche desde hace medio ano y estoy mas que emocionado. ¡Por el sabor del cafe. por la maquina en si. por la velocidad de entrega y el servicio al cliente! Tarde pero aun asi tambien probe el Cocos Ice Coffee Limited Edition y ¡me encanta! Estimado equipo Nespresso. incluya el producto en la gama estandar. ¡por favor! Hace poco pude conseguirlos en una tienda cercana porque lamentablemente ya estaban agotados en linea. ¡Sigue asi!,99
"Me gusta el cafe mas que cualquier otro. Las ""capsulas de imitacion"" no suelen ser mas baratas y el caldo no es apto para beber. Si tengo en cuenta la compra de mi maquina totalmente automatica. incluido el cambio del filtro de agua y el mantenimiento. puedo comprar mas capsulas de las que puedo utilizar y la capsula. La maquina cuesta apenas 100 €. Las capsulas que pedi estan alli al dia siguiente y los empleados de la linea directa tambien merecen una mencion especial. Todo fue de primera.",100
Asi que solo puedo decir cosas positivas sobre NESPRESSO. En primer lugar. se trataba de una pieza de repuesto que pedi por telefono. Incluso por telefono me di cuenta de la profesionalidad con la que trabaja Nespresso en Viena. Senti la necesidad de contartelo. Muchas gracias desde Vorarlberg.,101
Desafortunadamente. el servicio al cliente es absolutamente deficiente. Informacion incorrecta. facturas incorrectas. recordatorios incorrectos. Desde el 4 de octubre de 2023 he estado intentando obtener una correccion sin exito.,102
Normalmente no escribo resenas. pero acabo de hablar por telefono con el servicio de atencion al cliente. ¡Solo estuve en espera por unos segundos y la joven que hablo por telefono fue increiblemente amable y servicial! Ella resolvio mi problema en 2 minutos. ¡¡¡Gracias!!!,103
Las capsulas Nespresso no son nada baratas. pero el servicio es estupendo + Entrega superrapida (2 - 3.5 dias laborables) + sin gastos de envio a partir de 200 capsulas + presentacion estupenda (embalaje de diseno. etc.) + pago a cuenta (por tanto. inmediato). envio) - bastante caro debido a la calidad y el servicio (la calificacion se refiere a Austria).,104
Le daria 0 estrellas si fuera posible. Compre una maquina Verturo el Black Friday y a las dos semanas ya estaba rota. Recogi la maquina el 29 de diciembre de 2021 y no la recibi hasta el 15 de febrero de 2022. Al principio dijo que recibiria uno nuevo dentro de 2 semanas y de repente dijo NO. lo repararian. Otras 8 semanas despues dijeron que no recibirian repuestos sino una maquina de reemplazo y que debia esperar de 1 a 2 dias. Despues de 4 semanas todavia no tenia una. Llame cada 2 dias durante las 4 semanas y siempre estuve seguro. que vendria mi maquina. Un empleado me contacto pero no paso nada. Siempre estas estancado y hoy. 9 de marzo de 2022. de repente recibo un mensaje de texto que dice que mi maquina esta lista para ser reparada despues de 71 dias. es decir. 18 semanas. Esto es una absoluta vergüenza. esta gran empresa me estuvo reteniendo todo el tiempo. eso es todo. los empleados simplemente se ignoran y actuan como si no pudieran hacer nada. Este comportamiento es mas que ridiculo y no lo tolerare.,105
¡Gracias por la entrega siempre rapida y confiable de mis pedidos! ¡Genial! Tambien me gustaria agradecerte por la estupenda bolsa de tela. ¡Me siento muy bien atendido! ¡Gracias!,106
Hemos sido clientes de Nespresso durante mucho tiempo porque nos impresionaron las pequenas maquinas de cafe y lo faciles que eran de usar (todavia nos gusta el cafe) hasta el dia de hoy PERO. como dije. como clientes de Nespresso desde hace mucho tiempo. lo somos. Hemos notado claramente que las maquinas son cada vez mas baratas. pero no duraran mucho. Nuestro ultimo dispositivo. comprado en mayo de 2021. 125 euros aproximadamente. dejo de funcionar en marzo de 2022. Ya ni siquiera es posible un ano de vida util. ademas del aumento de los precios de las pestanas De todos modos. el servicio de atencion al cliente fue muy util. paciente. pero ¿de que sirve si el servicio de recogida prometido (para reparaciones y reemplazo de dispositivos) no llega? Pide una nueva cita y simplemente tiene que hacerlo. estar en espera durante 4 horas durante las horas pico de trabajo - no solo eso. el aparato no llega estropeado en tan poco tiempo. ahora estaremos sin maquina de cafe durante una semana - hay cosas peores - pero poner a los trabajadores ¡¡¡Estar en espera definitivamente NO es un buen servicio al cliente!!! PD: ¡¡¡Ya cambie a una maquina de cafe hoy y me despedi de Nespresso!!!,107
Solo 1 pedido no me funciono del todo. Tuve que enviar 1 pedido a una direccion de entrega diferente. Para el siguiente pedido. se envio el nombre del ultimo pedido con mi direccion. Por lo tanto. Correos no pudo asignar el paquete. Normalmente el paquete llega el siguiente dia laborable (debido a Corona. el envio ahora esta tardando mas). Al cuarto dia me puse en contacto con el servicio de atencion al cliente por correo electronico. Al dia siguiente recibi una llamada informandome que el paquete no se podia entregar (ver arriba) y que este problema se resolveria de inmediato. Dicho y hecho. Recibi el paquete el mismo dia. :) El servicio de atencion al cliente respondio rapida y eficientemente. por eso le di 5 estrellas.,108
Pido mis capsulas de cafe online todos los meses y estoy realmente muy satisfecho. Los articulos suelen llegar al dia siguiente. lo que los convierte en una muy buena alternativa a una tienda fisica.,109
Servicio increible en la tienda. testimonio de nuevos gustos y una experiencia muy buena.,110
Creo que los precios son bastante caros; de lo contrario. el pedido se realiza rapidamente.,111
