text,ids
Hay muchos paises cafetaleros diferentes. Tengo mis favoritos. ¡Mi cafe no debe ser amargo! ¡Por eso es 100% Arabica! ¡Creo que el cafe se ha vuelto caro!,173
Hace 2 anos compre una maquina de cafe por 1 corona y me comprometi por x coronas durante 2 anos....el ultimo pago fue el 15 de enero Entonces F..... si retiran dinero nuevamente el 15 de febrero... . que masine y suscriptor estan completamente pagados a partir del 15 de enero. Me llaman y se disculpan. Dicen. bueno. deberia haberlo cancelado yo mismo... nunca experimente algo como esto... Skuda no puede cancelar algo que se ha completado y pagado en su totalidad. Granjero que atrapa cerdos. la maquina se vende. por lo que no necesita x numero de capsulas... pero quiero que me devuelvan mi dinero.,174
Hable con una senora muy amable del servicio de atencion al cliente. Buen servicio Pedi mis productos por la tarde y los recibi al dia siguiente. ¡Excelente!,175
Compre en su tienda Copenhague K. Disfruto mucho su cafe. pero la experiencia personal en la tienda carece de amabilidad. sonrisas y servicio. Hubo mucho mas de eso justo antes de Corona. La experiencia en la tienda ya no es la misma.,176
No entregar el regalo sorpresa y no notificar cuando llegara. Ademas. no puede escribirles correos electronicos. Esta no es la primera vez que experimento una mala atencion al cliente.,177
No me gusta su eleccion de proveedor de transporte. PostNord se esta hundiendo en su servicio. Preferiria no involucrarme en eso. En otras palabras. tu entrega no esta funcionando al maximo en este momento... Esto resta valor a la experiencia general. Asi como puedes tener diferentes gustos en el cafe. ciertamente tambien los hay. Diferentes gustos en la eleccion del proveedor de transporte.,178
Comenzo en Nespresso Berlin en 2010 y continuo en Copenhague en 2916. Soy fiel. debido al marketing. a nuevos productos donde te sorprendes una y otra vez. asi que gracias por eso.,179
"*Actualizacion 23/07/10: Ahora hay capsulas gratuitas en mi cesta en nespresso.dk; las nuevas capsulas requieren otra compra en Nespresso. Voy a actualizar a 4 estrellas ** Actualizacion 8-7-23: Nespresso me prometio devolverme mi descuento original para el nuevo pedido. ¡Lo tengo! Tambien me prometieron algunos tubos de cafe extra como compensacion. No los recibi. Actualizo a 3 estrellas. *""Haga su pedido antes de las 3:00 p. m. y recibalo en el punto de recogida mas cercano dentro de los 3 dias habiles"". Para este mensaje. pedi cafe el 8 de junio. Estamos escribiendo el 27 de junio y todavia no he recibido mi cafe. Preservado. No es Nespresso. sino su proveedor. He estado en contacto con Budbee varias veces y. mas recientemente. su solucion (Nespresso) es cancelar el pedido con Budbee y luego volver a realizar el pedido con una forma de entrega diferente. ... Cuando me devuelvan el paquete podre obtener mi reembolso. Eso significa que tendre que pagar 1000 coronas danesas por Nespresso porque su subproveedor no puede entregar lo prometido. El empleado del servicio de chat de Nespresso me ha prometido algunos tubos extra como compensacion. Soy cliente feliz de Nespresso oficialmente desde hace 8 anos y extraoficialmente un poco mas. pero me pregunto si el cafe tendra un sabor un poco mas amargo en el futuro.",180
Pedi 20 tubos de cafe el 23 de noviembre. pero desafortunadamente ocurrio un error y me entregaron un pedido incorrecto. Despues de comunicarme con el servicio de atencion al cliente dos veces. recibi mi pedido correcto. pero sin las cosas adicionales que estaban incluidas. por lo que ahora faltaba. hay un kit de limpieza y 10 capsulas. pero el servicio de atencion al cliente podria pasarlas al siguiente pedido. lo acepte y entonces el asunto deberia cerrarse... ¿El 3 de enero recibire un recordatorio por falta de pago? ?? Escribo al servicio de atencion al cliente. quien me explica que es un error y que es algo que hace su sistema. pero que tengo que ignorarlo. A finales de febrero. recibo 2 recordatorios con un aviso de cobro de deuda y mi cuenta se cierra. una vez. Nuevamente escribo al servicio de atencion al cliente. quien ahora ha cambiado de opinion y piensa que debo 416 DKK. despues de explicarle al servicio de atencion al cliente una vez mas que esto no es cierto. me dicen que pueden ver que hay un error interno y que lo hago. No debo nada. pero el departamento de finanzas solo tiene que arreglar algo y luego estara listo. Han pasado 4 meses desde el error en la entrega y mi cuenta todavia esta bloqueada y Nespresso aun no ha resuelto el problema.,181
Todo funciono bien. pero esperaba que cuando ordenaras 2 ofertas. tambien recibieras 2 x cajas de sabor. pero solo se envio 1,182
Estoy satisfecho con usted. no con Postnord. ¡mis capsulas siempre estan dobladas porque probablemente el paquete este tirado!,183
No obtiene 5 estrellas porque tienes que comprar por una determinada cantidad para obtener la entrega a domicilio gratuita. Soy miembro Ambassador.,184
"Estoy muy descontento con la entrega. que se suponia que era ""entrega a domicilio"" con budbee. La entrega es gratuita debido a una compra de casi 700 coronas danesas. En cambio. mi compra se envia a una caja a mas de 3 km. desde mi casa. Si lo hubiera sabido. simplemente habria elegido la entrega postnord. lo que podria haber ocurrido en Føtex. a unos 200 metros de mi casa. Luego me puse en contacto con el servicio de atencion al cliente. Aqui acabo de recibir una respuesta a medias y me informaron que tampoco hay posibilidad de enviar la entrega a la ubicacion de Postnord. Cuando pagas tanto mas por las capsulas (en comparacion con otras marcas). esperas una comunicacion clara e inequivoca al realizar el pedido. y elegir la entrega. Pero lamentablemente ese no es el caso aqui. Actualizacion: Tambien puedo ver en las otras resenas aqui que no soy el unico que ha experimentado esta entrega insatisfactoria.",185
¡¡Han pasado 6 dias desde que hice una publicacion sobre no respuesta!! Y debo decir nuevamente que no se toma en serio su servicio al cliente. Envie un correo electronico con un numero de telefono. me contactaron y me prometieron una llamada mas tarde ese mismo dia o al menos al dia siguiente con una conclusion. Todavia estoy esperando... ¿Es asi en serio como quieres tratar a tus clientes? Creo que no tienes escrupulos y nunca recomendaras Nespresso a nadie.,186
Las capsulas para mi maquina Vertuo solo se pueden comprar en una tienda Nespresso (hay bastantes). o si se tiene la paciencia de esperar mucho tiempo para recibir la entrega en una tienda online. lo cual es caro e inmanejable. segun me informaron. una entrega programada que tardaria entre 1 y 2 dias en entregarse. Cuando el paquete no aparecio despues de 3 dias. me comunique con Nespresso para informarles que queria cancelar mi pedido. ya que se habia perdido la ocasion de realizar mi pedido. Nespresso respondio desde una direccion de 'noreply' poco amigable para el cliente que no podia cancelar y que el pedido llegaria despues de 4 dias. Efectivamente. mi pedido fue entregado despues de 4 dias en un lugar de entrega que tiene fama de cerrar a las 5 p. m.. por lo que ninguna persona con un trabajo regular puede recoger sus paquetes. En general. ha sido una mala experiencia de compra. en Nespresso...,187
Si pudiera dar cero. lo haria. Ha sido un cliente fiel durante MUCHOS anos a nivel de embajador. Mi suscripcion se cancelo repentinamente; su empleado no puede explicar por que. Sin embargo. puede ver que no somos nosotros quienes lo hemos cancelado. pero puedo sacar uno nuevo al doble de precio....uhhhh no. gracias. Cuando se le pregunto si el mismo pensaba que era justo. no quiso responder. Cuando me preguntaron si podia hablar con un empleado superior. no pude. Podria ir al departamento tecnico. pero pase lo que pase. solo podria conseguir una suscripcion mas cara incluso si cometieran el error. Creo que tengo que encontrar otro lugar donde comprar mi cafe; me resulta muy dificil con las empresas que no tratan adecuadamente a sus clientes.,188
He estado comprando capsulas de cafe para mi maquina Vertuo Next desde 2020. Este ano compre mas de 300 capsulas y mis recibos para 2022 dicen 848. Aun asi. me mantienen en el nivel de entrada y nunca tengo la oportunidad de recibir ofertas. En otras palabras. lo entiendo cada vez que compro mas de DKK 300. Es realmente la peor y mas mala politica para el cliente. El personal siempre es amable y muy acogedor y me ayuda si hay problemas con la maquina. Pero su programa de fidelizacion no tiene nada que ver con la fidelizacion. ¡¡¡El cafe por 6.000 coronas obviamente no es nada!!! Podriamos comprar una maquina de cafe normal y ahorrar miles de coronas. Me siento como un idiota.,189
Compre una cafetera hace poco mas de un ano. Despues de las modestas 20 tazas que he hecho desde que lo compre. ya no funciona. Llame a Nespresso y me dicen que pueden enviar a un tecnico por 1800 DKK o que puedo comprar uno nuevo. No puedo creer lo que oigo. ya que no he usado la maquina en su mayor parte. pero ese fue una vez mas su proceso comercial en tales situaciones. Gracias por 20 tazas de cafe buenas pero increiblemente caras. Seguramente encontrare otro proveedor en el futuro tanto para mi empresa como para el sector privado.,190
Como siempre fue un placer comprar en Nespresso. siempre recibes buen trato y buena informacion durante todo el proceso.,191
Dias de cafe con descuento. Intente pedir cafe con descuento varias veces antes de que expirara la oferta el 1 de enero de 2024. pero mi pedido en el sitio web no se dedujo del descuento. Por buenas razones. no puedes ponerte en contacto con Nespresso 1/1. pero cuando me comunico con 2/1. no puedo obtener ayuda. Atencion al cliente realmente mala,192
Siempre he sido un gran admirador de Nespresso. pero despues de que compramos nuestro nuevo espumador de leche Barista el ano pasado. se retrasa un poco. Tenemos 2 por 1600 coronas danesas cada uno y ambos tienen el mismo error. Llene la leche hasta el borde. la maquina quitara la tapa. He estado en Internet y puedo leer que estoy lejos de ser el unico con el mismo problema. Ahora hemos tenido que usar nuestro viejo espumador de leche y lo hemos gastado. los ultimos 5 meses en el correo electronico cinco y de regreso con Nespresso que tiene un mar de buenas ideas para hacer que la maquina funcione. para empezar. por supuesto. probamos todas las recomendaciones. desde cambiar la variante de leche hasta llenar solo la mitad de lo que deberia ser la jarra. capaz de sostener. Ahora mi paciencia esta agotada y por eso espero que mas personas que tengan el mismo problema que yo lleguen a las claves de esta pagina. Es una lastima que se pierda la confianza en una empresa que ha utilizado durante muchos anos.,193
Mantengase alejado de la maquina Creatista pro. Compre uno hace 2 meses y ya esta roto. El problema es que la maquina se fabrica en colaboracion con Sage y Nespresso. por lo que representa dos lugares diferentes en Alemania. lentamente. Ademas. me dijeron que la maquina no esta descalcificada correctamente. La maquina se avisa a si misma cuando es necesario descalcificarla y esto se ha cumplido. pero evidentemente no lo suficiente en Aarhus. Nosotros tenemos otra maquina Nespresso desde hace mas de 10 anos sin estos problemas. Ahora me cuesta una tarifa de investigacion adicional de NOK 675 para este representante. (Numero de cliente 1375059),194
He tenido dos maquinas Nespresso. Han hecho buen cafe y es facil hacerlo. pero ambas maquinas adolecen del mismo fallo. Poco despues de que expire el periodo de garantia. sucede que la maquina ya no puede perforar la capsula de cafe y las maquinas estan destinadas al vertedero. Ambas maquinas han sido limpiadas y descalcificadas.,195
Le gusta venir a la tienda. Personal dulce y competente. Siempre ofrece una taza de cafe??,196
La semana pasada tuve que comprar capsulas y tazas de cafe en la tienda del centro de Rødovre. Aqui me dijeron que mi estado de fidelidad y membresia se habia restablecido. ya que no habia comprado nada en el ultimo ano y tenia que empezar todo de nuevo. lo que i.a. significo que no podria obtener los beneficios y descuentos que habia obtenido con la condicion de cliente anterior. Obviamente seras eliminado automaticamente. Le dije que no estaba al tanto de esto y que no habia recibido ningun aviso de Nespresso al respecto y que la razon por la que no habia comprado era que hace un ano habia comprado una cantidad muy grande de capsulas de cafe y algunas tazas. Me comunique con el servicio de atencion al cliente hoy y entendieron mi frustracion. pero obviamente no pude/no quise ayudar. y que tuve que empezar de nuevo. He comprado continuamente desde 2021 y. por lo tanto. he sido un cliente fiel. pero mi experiencia aqui es que Nespresso no ayuda a los clientes y solo escribe cuando quieren que alguien les compre algo pero no estan interesados ??en ayudar a sus clientes. Mi experiencia con Nespresso ha pasado de ser un cliente muy satisfecho a ser un cliente muy insatisfactorio y poco apreciado. Ahora considerare buscar otro lugar para comprar cafe. Triste. pero probablemente necesario si contamos con un buen y adecuado servicio al cliente. Asi que ten cuidado al comprar en Nespresso si quieres evitar que te reseteen con ellos y no creas que te ayudaran a menos que compres algo. vergonzoso,197
Obtienes lo que pides y el articulo casi siempre llega dentro del plazo en el que realizas el pedido. ??????,198
Cuando compras una maquina nueva. puedes obtener 50 capsulas gratis si compras 50 capsulas. En la tienda me dijeron que debia escanear el codigo QR. no podia hacer eso. no hubo ayuda para entrar a la tienda despues. el vendedor de Nespresso en otra tienda tampoco pudo ayudarme y me dijo que fuera a casa y llamara. servicio de atencion al cliente (incluso podrian llamarme y ayudarme). 3 llamadas al servicio de atencion al cliente no dieron resultado. al final el empleado tuvo que hacer el pedido manualmente. ¿Por que no envias simplemente un codigo de descuento/codigo de regalo con tu compra?,199
El servicio es de primera categoria. Desafortunadamente. creemos que su cafe Caramel tiene cada vez menos sabor cada vez que recibe un nuevo nombre. Lastima que es el unico sabor que compramos.,200
Rapido como el rayo... Entrega siempre rapida. Es muy facil reordenar y no menos importante usar su sistema de capsulas de devolucion.,201
Completamente satisfecho. entrega muy rapida????Sin embargo. nunca recibi una respuesta a mi correo electronico. ¿sobre una solicitud de cierto delicioso cafe???,202
"La primera Nespresso Vertuo que compre funciono durante algunas semanas. Fue entregado para reparacion. Despues de 3-4 semanas consegui uno nuevo. ya que el ""viejo"" no se pudo fabricar. El nuevo funciono durante unos dias. es decir. despues de estos comenzo a perder agua – haciendo inundaciones del agua que habia en el recipiente. Como vivo bastante lejos del distribuidor mas cercano. vivo con el problema. Ahora. unos meses despues. la maquina no deja caer las capsulas de cafe usadas en el contenedor. En definitiva: la Nespresso Vertuo no es recomendable.",203
Cuando pedi muchas capsulas. en el sitio web me ofrecieron una maquina de cafe gratis; sin embargo. fue un error del sitio web; posteriormente me dijeron cuando me queje de que faltaba en el momento de la entrega; puedo ver que otros han tenido la misma. La misma experiencia. ademas. he sido miembro durante mas de 10 anos. pero me tome un descanso de 1 ano. luego obviamente pierdes tu antigüedad y tus beneficios. ¿Que tan mezquino puedes permitirte estar en una empresa que gana tantos miles de millones al ano? ?,204
"Soy cliente de Nespresso desde hace mas de 2 anos; me encanta el cafe. aunque tambien es una opcion un poco cara ??Pero. como dice mi hija. ""la vida es demasiado corta para un mal cafe"" ??",205
Nunca he experimentado un mal servicio... Pedi mi cafe para Navidad. que debia entregarse a mas tardar el 18 de diciembre. ¡Recibi un pedido incorrecto en el que simplemente arrojaron todo tipo de cafe en una caja! Ninguno de sus cafes. habiamos pedido... llamamos al servicio de atencion al cliente y obtuvimos el peor servicio... ¡ahora 30 de diciembre todavia no hemos recibido nuestro cafe! ¡¡¡Asi que la esposa tuvo que pasar la Navidad sin su cafe! ! Ya retiraste el dinero???????!!!!!!!,206
Cafe realmente bueno y sabroso y una gran seleccion de diferentes calidades. Sitio web claro y funcional. Entrega rapida. El unico inconveniente es el precio.,207
Pasaron casi 14 dias antes de recibir mi pedido. Sin embargo. me compensaron con 2 tubos extra de cafe. pero en realidad no me lo habian entregado correctamente segun el primer pedido. pero no podia soportar volver a tocarlos.,208
Despues del informe a continuacion. nos hemos puesto en contacto con Nespresso a pedido y nos han confirmado lo siguiente: Si. lamentablemente hay un error en nuestro codigo de campana. por lo que por error NO se incluyo el espumador de leche gratuito con la compra de las 300 capsulas. para REORDENAR y enviaran el pedido nuevamente con el servicio de mensajeria; luego podremos conservar el espumador de leche y DEVOLVER las capsulas nuevamente con el transportista. Asi que 2 veces envios innecesarios Y problemas - NO ES SOSTENIBLE Nespresso - ¡PENSAMOS QUE DK SERÍAMOS SOSTENIBLES! ES UN OMEMER NESPRESSO - ES VERGONZOSO Si desea mantener un cliente leal durante 11 anos. puede enviarnos el espumador de leche. (miembro 386468) De lo contrario. gracias por este tiempo. El peor y vergonzoso servicio al cliente. Nunca hemos experimentado algo asi. La maquina se pone a la venta y. por lo tanto. nos despedimos y le damos las gracias despues de 11 anos como cliente de Nespresso. Ahora nos aguarda una nueva aventura cafetalera que solo puede mejorar.,209
Me prometieron un tubo en mi proximo pedido cuando mi maquina de cafe dio problemas y destruyo muchas mas capsulas que un tubo. Cuando tuve que hacer un pedido online no puedo ver ese tubo en mi pedido. asi que contacta al chat. Confirman que esta ahi. pero no puedes verlo. Luego intento dos veces pagar mediante Apple Pay. No funciona y hay que usar Klarna. Como tirita en la herida. escucho si pueden ofrecer un tubo mas o descuento. pero no hay nada que hacer.,210
Pesimo servicio al cliente. Teniamos una maquina Nespresso cara que se estropeo al cabo de un ano y Nespresso decidio sustituirla. Esta nueva maquina se ha averiado despues de 14 meses y Nespresso simplemente rechaza nuestra queja. alegando que despues de 12 meses. tenemos que demostrar que la falla no se debe. por ejemplo. a danos por heladas. falta de mantenimiento o danos que hayamos causado a la maquina. - e incluso se dice casi imposible de demostrar. Es una maquina por 3.400 DKK y donde primero no funciona el espumador de leche y luego la propia maquina. Por supuesto la maquina no ha sufrido danos por heladas y la hemos descalcificado a menudo y ademas no tiene ningun dano que le hubieramos podido causar. Despues de mas de 7 anos como cliente de Nespresso. estamos bastante decepcionados. Piense que no puede esperar una mejor calidad de maquinas tan caras y que el servicio al cliente es tan deficiente. ¡Sera bueno conocer la decision de la junta de quejas de los consumidores sobre este caso!,211
"Servicio al cliente muy poco flexible. Pedi 250 capsulas el lunes por la manana y unas horas mas tarde quise cambiar mi pedido a 300 capsulas. ya que Nespresso anuncio una oferta el mismo dia para pedir 300 capsulas para canjear su oferta promocional. Sin embargo. esto no se pudo hacer. ni se me permitio cancelar mi pedido ""porque ya estaba en camino"". ¿Tres horas despues de realizar el pedido? No lo creo. Entonces Nespresso debe haber agilizado considerablemente sus plazos de entrega desde la semana pasada.",212
Entonces finalmente recibiste una oferta de Nespresso que podrias aprovechar. PERO a pesar de que la oferta fue recibida el 4 de enero a las 13. y ordene hoy a las 9. fue retirado de la mesa porque el interes era demasiado abrumador. En caso contrario. deberia aplicarse hasta el 7 de enero. Simplemente una lastima. Nespresso es ahora una maquina de hacer dinero,213
Funciona muy bien desde el pedido hasta la entrega de la mercancia. Buena seleccion de cafe.,214
Compre un azucar de leche en BF. se lo regalare en Navidad. Llego en un mastil y en su embalaje original danado. pero la caja exterior estaba bien. por lo que no es culpa de la oficina de correos. Nespresso no hara nada ya que el contenido no parece estar danado. Demasiado para el servicio al cliente de la marca 'Premium'...??,215
En otras palabras. el cafe de Nespresso es simplemente el mejor. No soy un gran bebedor de cafe. pero soy exigente con el cafe.,216
Una estrella es demasiada. pero no es posible escribir una resena sin estrellas.... Desde mayo de este ano. he estado intentando en vano que me envien una factura EAN para obtener el saldo de una factura. La amable gente del servicio de atencion al cliente no es de mucha ayuda y su departamento de finanzas no sabe como reenviar la factura por el importe restante. Te he escrito y la respuesta fue: llama a atencion al cliente. Entonces. ¿que hago para pagar el resto de la factura?,217
Mi maquina Nespresso Creatista Plus se estropeo justo despues de finalizar la garantia de 2 anos. Nespresso no ayudara a repararlo. ni vendera repuestos para que puedas hacerlo tu mismo. No hay un horizonte temporal sobre cuando te ayudaran. por lo que te ves obligado a comprar una maquina nueva si quieres cafe. REALMENTE mal servicio al cliente. Definitivamente no es recomendable.,218
Muy gran amabilidad. profesionalidad y conocimiento de los productos. Solo puedo ofrecer degustaciones.,219
Me encanta la nespresso azul que uso desde hace varios anos. Sin embargo. estoy considerando dejar de hacerlo debido al gran aumento de precio de un producto que ya es caro.,220
Compre una maquina Nespresso que me encanto y me prometieron que la enviarian al dia siguiente con Post Danmark. Sin maquina los dias siguientes. Cuando los llamaron tres dias despues. prometieron investigar por que no se habia enviado y devolverian. No hay respuesta despues de tres dias. Una semana despues regresamos al taller donde compramos la maquina. Ahora nos dijeron que no estaba en stock y que no se podia entregar. A eso lo llamo servicio ultra pobre. ¿Como se puede vender una maquina que no esta en stock y hacer esperar y esperar al cliente sin avisar?,221
Pesimo servicio al cliente! Una vez. debido a mi lesion con problemas de memoria. cometi un error con el pago y por lo tanto no lo recibi a tiempo. por lo que llamo y les pido muy educadamente y amablemente que les expliquen la situacion. si quieren. elimine la tarifa de recordatorio. que por cierto llega con varias semanas de retraso. por lo que la fecha de deposito ya paso. pero ¿son comprensibles? No. hasta estan enojados. enojados. reganandome y diciendo que es mi culpa. Si. el hecho de que tenga una lesion con problemas de memoria es obviamente culpa mia... que bien... ¡La ultima vez que compre con ellos! Nunca me he saltado un pago. ni siquiera cuando era sobre factura. asi tratan a sus clientes.,222
Envian recordatorios fisicos en lugar de electronicos a nuestra empresa durante las vacaciones de verano. Cuando entramos y vemos las cartas. nos envian al cobro de deudas. No hemos ido a la oficina para ver recordatorios y pensariamos que este tipo de cosas se ejecutan electronicamente como la factura y como todo lo demas en esta sociedad. Dejando de ser cliente de Nespresso ahora.,223
Cuando quiero volver a pedir una entrega anterior. aparece un mensaje que indica que varias de las capsulas deseadas ya no se pueden pedir/han sido descontinuadas. sin que se me ofrezca una alternativa adecuada.,224
Durante una fraccion de segundo de alegria por nuestra nueva maquina Nespresso. la alegria duro poco. porque cuando compramos esta maquina. que Dios me ayude. viene con un cafe por valor de 200 coronas danesas (pensamos). eso es lo que dice la campana. pero no. no. la batalla por conseguir la oferta recien comienza. Solo cuando llegamos a casa tenemos que registrar la maquina. cuando este hecho tenemos que ingresar el numero de serie. uhh si. honestamente dice que el numero de serie no es valido a pesar de que la maquina tiene este numero. Inmediatamente escribe a Nespresso disculpandose y regresara cuando hayan descubierto lo que esta mal. esto se hizo con los pedidos. debo enviar una foto del numero de serie y el recibo. ya que puede que no haya sido mi maquina. si. escribe y te quejas de algo que no tienes...buenos dias.... pero les llego esto. y luego me llega una carta nueva y de repente hay que mandarla al departamento tecnico. ok. por que eso... pero Paso la semana y hoy escribo y me dicen que tengo que enviar mi recibo de la maquina que ya tienen. entonces lo tiraron y lo enviaron nuevamente. y ahora el asunto tiene que ir a otro departamento principal. . No. no. esto es solo una forma deliberada de enganar a la gente. y lo unico positivo de esto es que los Elgiganten ahora investigaran el asunto. porque. en cualquier caso. tambien les suena extrano. No voy a dejar que esto quede en el olvido. simplemente los reviso. porque este no soy yo.,225
Su servicio de atencion al cliente no esta a la altura de entablar un dialogo sobre la reparacion de la maquina de capsulas. Rechazas el dialogo y las ganas de ayudar. Has tenido muchas repeticiones desde que cerro tu taller. No compreis maquinas Nespresso es el consejo de aqui.,226
¡Probablemente sea dificil ponerse en contacto con usted y sea imposible escribirle una queja! He realizado un pedido en la aplicacion (Fak no 12596151). lo cual he hecho durante varios anos. Ahora llega a la coleccion PICK UP. Estoy seguro de que no ordene eso; verifique mi historial. ahora puedo ver que un lev de la empresa cuesta 59 y la entrega a domicilio es gratuita a partir de DKK 450. POR QUÉ ESO: NO TIENE SENTIDO Tal vez se le ocurra una solucion. explicacion para un viejo cliente leal ????HV,227
Un buen cafe instantaneo. sin embargo. un problema importante son los cambios repentinos en el surtido. donde lamentablemente algunas marcas estan descatalogadas. lo que hace interesante buscar otros proveedores.,228
Me habian regalado una maquina Nespresso. Sin embargo. no habia capsulas para la maquina. Por eso fui a El-giant en Odense a comprar algunos. Descubri que solo se pueden comprar online. Sin embargo. hubo un representante de Nespresso que pudo mostrarnos algunos modelos. No importo porque acabo de adquirir una maquina. Por cada pregunta que hice. me dirigieron a un enlace de YouTube. No conozco los productos aqui. Tenia muchas ganas de probar como seria el cafe y por eso le pregunte al vendedor si podia darme uno para poder probarlo en casa. No podia hacer eso porque acababa de contar y por lo tanto no podia prescindir de algo. La respuesta mas descabellada que he recibido de un vendedor. Si no logro despertar mi interes y con el mal servicio decidi tirar la maquina. Imaginese si me hubiera regalado una capsula y hubiera comprado un lote enorme en casa porque era un buen servicio y un buen cafe. Pero no. no deberia ser asi... Estoy feliz con mi vieja Melitta que simplemente funciona :),229
Tuve que esperar 2 meses para que me devolvieran el dinero. por una oferta de capsulas. La tienda donde compre las capsulas me cobro alrededor de 300 coronas danesas de mas por mi compra. luego les hice saber que no habia recibido la oferta que anunciaban. No me devolvieron el dinero pero me dijeron que me pusiera en contacto con atencion al cliente. El servicio de atencion al cliente dijo que no podian hacer nada. pero que podian ver que habia pagado demasiado. Luego me dijeron que hablara con el negocio donde habia comprado el cafe. Despues de 10 llamadas telefonicas y 2 meses despues. ya recupere mi dinero. ¡pero ni siquiera pudieron quejarse por telefono! ¡Mal trato!,230
Compre una maquina que no funciona. la tienda de Lyngby decide enviar la maquina a Alemania. despues de 14 dias la devuelven y sigue sin funcionar. Realmente mal servicio en la tienda. Me pregunto cuando funcionara para aquellos que tienen una ley de compra.,231
Aplicacion sencilla. entrega rapida y productos adecuados. Buena calidad del cafe.,232
Su nueva maquina de verturo no funciona. ahora funciona en mi maquina 3 o 4 que no funciona. no puede leer las capsulas. ha tirado mucho cafe. Enologia ambiental en mi opinion.,233
Super buen servicio y trato. Estoy feliz de pagar mas por eso.,234
"Ahora me arrepiento de haber comprado un Vertuo; casi no tengo otra opcion a menos que quieras la edicion especial/limitada. lo cual no me importa. Solo quiero un buen cafe normal sin calabaza. vainilla etc... ¡¡¡que mala experiencia esta vez!!! practica...Respuesta - No coincide con lo que escribes en tu respuesta. Hoy en dia no habia mucho donde elegir. y si lo hay. es muy complicado utilizar su web. ¡Use la ""maquina de busqueda"" y obtuve alrededor de 5 para elegir!",235
Soy miembro Embajador de Nespresso. Eso significa que he comprado mas de 1095 capsulas de cafe en un ano. Ademas. recibo un regalo de aniversario y un juego descalcificador al ano. No he recibido esto. Al contactar con Nespresso me dicen que no he comprado suficientes capsulas para conseguirlo porque creen que solo he comprado 490 capsulas. Incluso puedo acreditar mis compras de capsulas con recibos. Pero no. insisten en que no deberia tener las cosas. Es un servicio tan malo y muy tacano. Cambiando mi maquina a otra cosa. Listo con Nespresso. Editar: Me comunique con Nespresso nuevamente despues de que respondieron a mi resena. Sin embargo. esto no cambio nada en particular. Le dieron un kit de descalcificacion y aun asi pensaron que tenian razon. Esta vez la comunicacion tambien fue arrogante. Muuuy todavia 1 estrella para Nespresso.,236
Elijo cancelar mi abn. ya que apoyan a Israel. Les debo 175 coronas que se niegan a pagar. ¡Esto es una tonteria y simplemente un enfoque judio tacano hacia las cosas! ¡Ya pedi el cafe y lo voy a tirar! ¡Pidales a todos que se mantengan alejados de esta empresa!,237
Hace 5 dias hice una resena de nuestro desafio de espumador de leche Barista. A las pocas horas respondiste que lo investigarias. lo cual es realmente bueno. Pero nuevamente me encuentro en una situacion en la que han pasado 5 dias y no he escuchado nada. Simplemente no entiendo como puede llevar tanto tiempo resolver un problema para el cual. por cierto. he presentado varias propuestas. una solucion. Como se menciono en publicaciones anteriores. sus empleados son amables y serviciales. pero no pasa absolutamente nada al respecto. Exactamente como con tu respuesta a la ultima evaluacion. Usted dice que lo investigara. pero soy yo quien tiene que venir aqui para obtener una respuesta. Estoy cansado de su manejo del asunto y encontrare cafe. equipos. etc. en otros lugares en el futuro.,238
El 7 de julio compre un Essenza mini a precio promocional en el centro comercial Lyngby. Le informe a la dependienta que solo queria aprovechar el precio promocional y me dijo que habia un descuento adicional el cual se activara la primera vez que compre capsulas sin ningun tipo de compromiso. Siguiente ¡He visto que me he obligado a un consumo fijo de capsulas durante 6 meses! Me comunico con el servicio de atencion al cliente. quien me dice que debo cancelar la suscripcion y que puedo devolver la maquina. No. por supuesto que he usado la maquina. Hasta ahora. he pasado mucho tiempo con Nespresso. que ahora obviamente piensa que deberia dar el precio completo de la maquina. Último contacto de hoy donde indico que la maquina todavia esta en oferta en varios concesionarios. El servicio de atencion al cliente ahora responde que estos distribuidores fabrican la maquina en otros paises?????Es absolutamente grotesco y nunca volvere a comprar en Nespresso y mucho menos los recomendare.,239
El mismo problema que muchos otros. La maquina no funciona despues de exactamente 2 anos. Te envie un correo electronico pero no escuche nada. Y ahora probablemente escribas el mismo mensaje a continuacion que le escribes a todos los demas. pero no ayuda que te escriba a ti. Estuve en contacto con sus empleados y estuve junto a la maquina e hice todo lo que me indicaron y luego me informaron que si todavia no funcionaba. desafortunadamente no habia nada mas que hacer. Es extrano que solo tengamos noticias suyas en. esta pagina y no he recibido (y todavia no he recibido) una respuesta suya al correo electronico que envio.,240
Entrega rapida. cafe realmente bueno. este es mi proveedor y cafe favorito.,241
